ID,MEM_REC_NO,MCID,NAME_STATUS,FIRST_NAME,LAST_NAME,MIDDLE_INITIAL,GENDER,DOB,SUBSCRIBER_ID,ZIP_CODE,COUNTRY,RESPONSE_FINAL,PROBABILITY,CONFIDENCE_SCORE
2967.0,446003.0,2076460.0,Inactive,Jane,Johnson,B,M,1988-08-26,225232.0,26882.0,CAN,Positive,0.49,79.93
2967.0,762918.0,2076460.0,Inactive,Jane,Williams,B,F,1967-06-04,262748.0,79560.0,USA,Positive,0.52,95.37
2967.0,867010.0,2076460.0,Active,Jane,Smith,A,F,1998-10-01,400050.0,59774.0,USA,Negative,0.15,20.94
2967.0,647180.0,2076460.0,Active,John,Williams,B,M,1991-04-23,893813.0,77274.0,CAN,Positive,0.38,16.24
3241.0,223546.0,4916603.0,Active,Bob,Smith,B,M,1991-03-12,794362.0,64610.0,USA,Negative,0.95,84.63
3241.0,125357.0,4916603.0,Active,Bob,Doe,D,M,1967-06-27,373925.0,92484.0,MEX,Negative,0.89,81.75
3241.0,125357.0,4916603.0,Active,Bob,Johnson,D,M,1966-02-21,219945.0,53108.0,USA,Negative,0.5,29.11
3241.0,173339.0,4916603.0,Active,Alice,Williams,B,F,1998-07-26,571365.0,11419.0,USA,Positive,0.82,24.18
3241.0,934850.0,4916603.0,Active,John,Williams,C,F,1956-02-17,705416.0,40486.0,CAN,Positive,0.11,79.07
3241.0,209537.0,4916603.0,Inactive,Alice,Johnson,D,M,1995-02-07,999464.0,50492.0,MEX,Positive,0.95,6.7
3241.0,280324.0,4916603.0,Active,Jane,Smith,B,M,1975-08-23,538890.0,55398.0,CAN,Positive,0.27,48.67
3241.0,725566.0,4916603.0,Inactive,Jane,Smith,C,F,1961-02-10,883185.0,55734.0,USA,Negative,0.9,3.3
3241.0,446723.0,4136965.0,Inactive,John,Johnson,B,M,1956-02-17,882270.0,89990.0,MEX,Negative,0.09,44.74
3241.0,561105.0,4136965.0,Inactive,John,Smith,A,F,1978-01-20,650939.0,43022.0,MEX,Positive,0.98,72.83
3241.0,498399.0,4136965.0,Inactive,Jane,Smith,B,M,1985-09-01,749117.0,41941.0,USA,Negative,0.89,85.64
3241.0,233582.0,4136965.0,Inactive,Jane,Smith,B,F,1966-01-01,388926.0,11419.0,USA,Negative,0.17,53.2
3241.0,482838.0,4136965.0,Active,John,Doe,C,F,1965-08-18,729340.0,97623.0,CAN,Positive,0.25,50.59
3241.0,175654.0,4136965.0,Inactive,Jane,Smith,B,M,1987-09-05,233755.0,51602.0,MEX,Positive,0.76,3.3
3241.0,907071.0,4136965.0,Active,Bob,Johnson,A,F,1962-11-20,935392.0,56494.0,MEX,Negative,0.91,14.67
3241.0,763564.0,4136965.0,Inactive,John,Johnson,D,M,1957-07-16,522378.0,15293.0,CAN,Positive,0.2,16.29
3241.0,513810.0,7252735.0,Inactive,John,Williams,A,F,1996-03-26,934947.0,39943.0,MEX,Positive,0.76,32.32
3241.0,259044.0,7252735.0,Inactive,Bob,Doe,C,F,1964-02-06,333659.0,56830.0,USA,Negative,0.18,97.43
3241.0,905957.0,9753634.0,Inactive,John,Johnson,A,F,1971-04-15,800161.0,60917.0,USA,Negative,0.33,98.67
3984.0,571132.0,5358229.0,Inactive,Bob,Smith,C,M,1980-08-23,633779.0,84802.0,MEX,Positive,0.19,50.57
3984.0,779057.0,5358229.0,Inactive,Jane,Williams,D,F,1993-06-04,558817.0,40720.0,MEX,Negative,0.18,93.0
3984.0,771919.0,5358229.0,Active,John,Johnson,D,M,1975-12-09,912635.0,52559.0,MEX,Negative,0.72,2.27
3984.0,603711.0,5358229.0,Active,Bob,Doe,A,M,1989-01-03,821069.0,35937.0,MEX,Negative,0.07,15.9
3984.0,768812.0,5358229.0,Inactive,Alice,Johnson,D,F,1952-04-22,617380.0,29725.0,USA,Positive,0.2,61.13
3984.0,624841.0,2747346.0,Active,Jane,Johnson,A,M,1966-07-07,824907.0,80430.0,USA,Positive,0.71,63.95
3984.0,400911.0,2747346.0,Inactive,Jane,Williams,D,F,1963-03-21,835461.0,39798.0,USA,Positive,0.86,10.91
3984.0,713277.0,2747346.0,Inactive,Jane,Doe,D,F,1954-03-27,130161.0,93404.0,USA,Negative,0.98,86.04
3984.0,279963.0,2747346.0,Inactive,John,Smith,D,M,1955-05-13,292163.0,18994.0,CAN,Negative,0.33,57.16
3984.0,254150.0,2747346.0,Active,Alice,Doe,C,M,1996-05-27,934681.0,27680.0,USA,Positive,0.83,77.08
3984.0,625965.0,2747346.0,Active,Alice,Smith,D,F,1977-07-24,103868.0,35796.0,MEX,Negative,0.36,97.04
3984.0,171727.0,2747346.0,Inactive,Bob,Williams,A,M,1955-05-23,893173.0,51119.0,MEX,Negative,0.62,51.38
3984.0,375976.0,2747346.0,Inactive,Alice,Doe,C,M,1953-11-22,496607.0,84678.0,MEX,Positive,0.23,95.4
3984.0,368372.0,1996535.0,Inactive,John,Williams,A,M,1987-06-09,407862.0,24925.0,USA,Positive,0.21,93.61
3984.0,361026.0,1996535.0,Active,Alice,Johnson,A,M,1967-06-28,584834.0,66697.0,CAN,Negative,0.91,8.12
3984.0,915796.0,1996535.0,Active,Bob,Smith,C,F,1996-06-11,472252.0,82721.0,CAN,Negative,0.48,61.47
3984.0,136442.0,1996535.0,Active,John,Smith,D,M,1996-09-13,395559.0,26215.0,USA,Negative,0.67,81.43
3984.0,301911.0,1996535.0,Inactive,Bob,Smith,A,M,1954-05-23,848568.0,94840.0,USA,Negative,0.5,48.31
3984.0,407040.0,1996535.0,Inactive,Jane,Doe,B,M,1992-05-22,233383.0,41354.0,CAN,Negative,0.6,79.37
3984.0,453961.0,1996535.0,Active,Jane,Williams,D,M,1987-10-28,126991.0,71757.0,MEX,Positive,0.03,78.35
3984.0,221364.0,1996535.0,Inactive,Alice,Williams,B,F,2000-03-07,103868.0,55734.0,CAN,Positive,0.87,0.38
3984.0,177677.0,1996535.0,Active,Jane,Doe,D,M,1997-09-07,580459.0,96951.0,MEX,Negative,0.63,50.78
3984.0,146924.0,1996535.0,Active,Bob,Williams,B,F,1992-12-13,616407.0,89928.0,USA,Negative,0.92,13.17
4056.0,868775.0,5818713.0,Inactive,Alice,Williams,B,M,1965-07-10,742596.0,18309.0,CAN,Negative,0.66,62.19
4056.0,169120.0,9571458.0,Active,Jane,Johnson,B,M,1989-12-08,351099.0,50948.0,MEX,Negative,0.77,99.64
4056.0,731535.0,9571458.0,Inactive,John,Williams,A,F,1987-10-03,957888.0,53098.0,MEX,Negative,0.89,79.22
4056.0,594297.0,9571458.0,Inactive,Alice,Williams,D,M,1969-04-05,907124.0,57481.0,CAN,Negative,0.99,26.64
4056.0,934622.0,8727378.0,Inactive,John,Johnson,B,M,1991-06-24,320944.0,72362.0,CAN,Negative,0.65,93.99
4056.0,469961.0,8727378.0,Active,Jane,Doe,B,M,1962-02-16,867416.0,74926.0,USA,Positive,0.61,48.55
4056.0,473576.0,8727378.0,Active,Alice,Johnson,A,M,1954-07-26,334386.0,14361.0,USA,Positive,0.21,75.23
4056.0,752991.0,8727378.0,Active,Alice,Johnson,B,M,1956-11-04,264517.0,45819.0,CAN,Negative,0.58,36.26
4056.0,418284.0,8727378.0,Active,Bob,Doe,C,M,1975-05-07,399424.0,11959.0,USA,Positive,0.0,58.42
4056.0,832520.0,8727378.0,Inactive,John,Johnson,C,M,1969-11-26,680902.0,18659.0,CAN,Positive,0.58,1.5
4056.0,459206.0,8727378.0,Inactive,Jane,Johnson,D,F,1955-08-23,213500.0,31075.0,CAN,Positive,0.76,58.12
4056.0,229897.0,8727378.0,Active,John,Smith,D,F,1972-08-14,721201.0,97115.0,USA,Negative,0.12,61.39
4056.0,432454.0,8727378.0,Active,Jane,Doe,B,F,1986-10-16,640629.0,78945.0,CAN,Negative,0.79,67.32
4056.0,379708.0,5660106.0,Active,John,Smith,C,M,1983-12-16,154587.0,81940.0,USA,Negative,0.08,93.72
4056.0,541338.0,5660106.0,Inactive,Jane,Doe,A,M,2000-07-24,491302.0,92498.0,CAN,Positive,0.27,7.79
4056.0,177449.0,5660106.0,Active,Jane,Smith,C,M,1952-06-25,148833.0,70225.0,MEX,Negative,0.87,64.25
4056.0,319885.0,5660106.0,Inactive,John,Doe,D,M,1955-04-11,851537.0,25719.0,CAN,Negative,0.49,63.25
4056.0,332257.0,4507133.0,Active,Jane,Williams,B,F,1997-07-23,714721.0,64432.0,CAN,Positive,0.04,15.7
4056.0,960836.0,4507133.0,Active,John,Johnson,B,M,1989-11-08,303446.0,76799.0,USA,Positive,0.75,55.76
4056.0,496957.0,4507133.0,Active,Bob,Johnson,D,F,1975-04-24,243509.0,79105.0,USA,Negative,0.28,22.16
4056.0,261497.0,4507133.0,Inactive,Bob,Smith,C,M,1966-09-17,796448.0,61250.0,MEX,Positive,0.34,3.76
4056.0,434431.0,4507133.0,Active,Jane,Williams,B,F,1969-05-07,290039.0,52926.0,CAN,Positive,0.74,6.16
4056.0,684314.0,4507133.0,Active,Alice,Doe,D,F,1997-12-12,425369.0,24956.0,USA,Negative,0.84,59.18
4056.0,140685.0,4507133.0,Active,John,Doe,D,M,1972-10-20,783095.0,87827.0,CAN,Positive,0.09,53.29
4056.0,429724.0,4507133.0,Active,Alice,Johnson,D,F,1966-05-01,537564.0,59986.0,MEX,Negative,0.58,72.09
4159.0,418058.0,5055737.0,Inactive,John,Doe,B,M,1982-10-10,454596.0,62908.0,CAN,Positive,0.94,13.98
4159.0,368874.0,5055737.0,Active,Jane,Williams,B,M,1994-11-04,847836.0,67348.0,CAN,Positive,0.02,70.06
4159.0,982978.0,5055737.0,Active,Bob,Williams,D,F,1956-03-21,720063.0,95542.0,USA,Positive,0.58,33.44
4159.0,126240.0,5055737.0,Active,Bob,Williams,C,F,1977-07-13,181193.0,52239.0,MEX,Negative,0.98,95.99
4159.0,148358.0,6172053.0,Active,Jane,Doe,A,M,1996-04-04,894628.0,57556.0,MEX,Positive,0.24,45.61
4159.0,634432.0,6172053.0,Active,Alice,Smith,A,F,1968-11-09,651308.0,71908.0,USA,Negative,0.3,58.11
4159.0,460237.0,6172053.0,Active,Alice,Johnson,A,F,1982-01-15,357906.0,33302.0,MEX,Negative,0.99,89.63
4159.0,318782.0,6172053.0,Inactive,John,Johnson,B,M,1979-07-13,292571.0,32597.0,MEX,Positive,0.98,17.75
4159.0,422171.0,6172053.0,Active,Jane,Doe,D,M,1990-04-22,417607.0,32394.0,CAN,Positive,0.61,27.52
4159.0,998367.0,6172053.0,Inactive,Jane,Williams,B,M,1955-03-19,446576.0,34163.0,CAN,Positive,0.78,69.09
4159.0,602815.0,1124121.0,Active,John,Johnson,C,M,1972-10-16,669088.0,51626.0,CAN,Negative,0.75,85.05
4159.0,500934.0,1124121.0,Inactive,Bob,Johnson,D,F,1998-06-18,216705.0,67929.0,CAN,Negative,0.16,81.55
4159.0,508088.0,1124121.0,Inactive,Jane,Smith,D,F,1966-04-26,245319.0,47685.0,USA,Positive,0.44,45.47
4159.0,544627.0,1124121.0,Active,Bob,Smith,C,F,1950-08-16,414073.0,17694.0,CAN,Negative,0.54,35.32
4159.0,308902.0,1124121.0,Inactive,Bob,Smith,C,F,1990-11-27,216867.0,61498.0,CAN,Positive,0.53,80.17
4159.0,239729.0,1124121.0,Active,Bob,Doe,C,M,1986-02-11,915632.0,57935.0,MEX,Negative,0.0,58.03
4159.0,658642.0,1124121.0,Inactive,John,Williams,A,F,1950-09-03,763968.0,50377.0,CAN,Negative,0.21,90.01
4159.0,856582.0,1124121.0,Active,Alice,Johnson,D,M,1986-06-11,654924.0,48553.0,USA,Positive,0.2,34.01
4159.0,473731.0,1124121.0,Active,Jane,Doe,D,M,1968-03-07,944899.0,16493.0,MEX,Negative,0.18,97.14
4159.0,429578.0,1124121.0,Active,Alice,Doe,C,F,1994-08-24,153030.0,33364.0,CAN,Negative,0.09,12.47
6277.0,560773.0,1654556.0,Active,John,Johnson,A,M,1959-04-16,305562.0,79037.0,MEX,Positive,0.27,78.84
6277.0,775216.0,1654556.0,Active,Jane,Johnson,C,F,1966-11-26,792632.0,87886.0,USA,Negative,0.06,47.61
6277.0,733711.0,4772994.0,Inactive,Alice,Johnson,B,F,1957-12-20,693444.0,39267.0,USA,Negative,0.71,35.13
6277.0,752086.0,7524313.0,Active,John,Smith,B,M,1972-07-13,297643.0,20658.0,USA,Positive,0.7,0.9
6277.0,525532.0,7524313.0,Inactive,Bob,Doe,A,M,1982-11-05,601223.0,38695.0,USA,Positive,0.03,65.54
6277.0,859208.0,7524313.0,Inactive,Alice,Williams,B,F,1951-10-08,195838.0,63917.0,CAN,Negative,0.68,0.9
6277.0,271364.0,7524313.0,Active,Jane,Smith,A,F,1953-11-04,154753.0,28109.0,CAN,Negative,0.16,20.16
6277.0,401430.0,7524313.0,Active,Jane,Johnson,A,M,1973-01-06,133242.0,21546.0,USA,Positive,0.28,44.3
6277.0,439211.0,7524313.0,Active,John,Doe,B,F,1995-12-24,736818.0,81448.0,MEX,Negative,0.57,57.5
6277.0,643436.0,7524313.0,Active,John,Doe,D,F,1958-09-15,222487.0,79299.0,CAN,Negative,0.19,76.47
6277.0,255834.0,7524313.0,Inactive,Bob,Williams,B,F,1997-06-27,855004.0,95779.0,CAN,Negative,0.86,87.05
6277.0,781049.0,4772994.0,Inactive,Jane,Johnson,B,M,1988-10-06,819923.0,28563.0,MEX,Positive,0.69,63.78
6277.0,448288.0,4772994.0,Active,Jane,Johnson,A,M,1951-05-22,497064.0,44397.0,CAN,Negative,0.62,94.8
6277.0,146994.0,4772994.0,Inactive,Jane,Williams,B,F,1964-05-02,649689.0,90540.0,MEX,Positive,0.46,35.47
6277.0,715686.0,4772994.0,Inactive,Alice,Williams,C,F,1983-11-22,428378.0,15785.0,MEX,Negative,0.55,14.74
6277.0,896314.0,4772994.0,Active,Alice,Smith,A,F,1993-07-23,854527.0,60524.0,USA,Positive,0.14,15.0
6277.0,882568.0,4772994.0,Active,Jane,Doe,B,M,1999-01-05,416604.0,64919.0,MEX,Negative,0.47,89.99
6277.0,904644.0,4772994.0,Inactive,Jane,Doe,C,M,2000-01-07,451981.0,58732.0,CAN,Negative,0.26,66.67
6277.0,968095.0,4772994.0,Active,Jane,Smith,B,F,1986-05-02,302815.0,95454.0,MEX,Positive,0.95,48.93
6277.0,232468.0,4772994.0,Inactive,John,Doe,C,M,1990-03-03,545594.0,11074.0,CAN,Negative,0.86,69.23
6277.0,912842.0,4772994.0,Inactive,Alice,Johnson,B,M,1992-04-08,934363.0,67390.0,USA,Negative,0.03,8.38
6277.0,581941.0,8198830.0,Active,Alice,Johnson,D,M,1973-10-23,305735.0,79300.0,USA,Negative,0.64,2.56
6277.0,222572.0,8198830.0,Inactive,Alice,Johnson,B,F,1968-03-25,712450.0,85917.0,USA,Positive,0.91,36.68
6277.0,355856.0,8198830.0,Inactive,Jane,Johnson,D,M,1960-04-09,118629.0,66303.0,USA,Positive,0.21,76.61
6277.0,239907.0,8198830.0,Active,John,Doe,B,F,1979-11-19,914518.0,99501.0,MEX,Positive,0.66,96.04
6277.0,532709.0,8198830.0,Active,John,Williams,A,M,1958-04-17,976287.0,23326.0,CAN,Negative,0.49,1.25
6277.0,660444.0,8198830.0,Inactive,Jane,Johnson,A,M,1976-05-03,173594.0,24621.0,CAN,Positive,0.83,68.35
6277.0,146466.0,8260114.0,Active,John,Smith,A,F,1955-02-24,848609.0,24993.0,CAN,Negative,0.12,58.69
6277.0,982633.0,8260114.0,Inactive,Alice,Johnson,D,F,1981-12-27,213155.0,40124.0,CAN,Positive,0.03,32.37
6810.0,468406.0,5122339.0,Inactive,Jane,Williams,C,F,1985-07-05,849456.0,26133.0,CAN,Positive,0.21,64.93
6810.0,477112.0,5122339.0,Inactive,Jane,Johnson,C,F,1996-04-16,675256.0,77908.0,MEX,Positive,0.82,13.71
6810.0,946237.0,5122339.0,Inactive,Bob,Johnson,A,F,1974-11-21,727481.0,75356.0,CAN,Positive,0.28,68.44
6810.0,606910.0,5122339.0,Inactive,Jane,Doe,D,M,1974-12-18,922202.0,98423.0,USA,Positive,0.31,53.69
7666.0,400309.0,5608714.0,Inactive,Bob,Smith,A,F,1967-08-07,708186.0,36621.0,CAN,Positive,0.86,5.97
7666.0,362779.0,5608714.0,Active,Bob,Williams,C,F,1996-11-08,679936.0,72088.0,MEX,Positive,0.33,90.57
7666.0,124104.0,5608714.0,Active,Jane,Williams,A,M,1981-09-24,137003.0,74958.0,MEX,Positive,0.95,99.0
7666.0,507090.0,6376912.0,Inactive,Jane,Smith,C,M,1990-10-11,590823.0,83085.0,USA,Negative,0.39,27.48
7666.0,788241.0,6376912.0,Inactive,Alice,Johnson,C,F,1977-05-15,344037.0,82256.0,MEX,Positive,0.79,34.93
7666.0,535396.0,6376912.0,Active,John,Doe,D,M,1990-06-17,849050.0,17333.0,CAN,Positive,0.36,64.76
7666.0,803096.0,6376912.0,Active,Jane,Johnson,C,F,1970-11-22,212142.0,86287.0,MEX,Positive,0.25,52.06
7666.0,580413.0,1662297.0,Active,Jane,Smith,C,F,1975-10-23,289390.0,23434.0,MEX,Negative,0.06,48.74
7666.0,522179.0,1662297.0,Inactive,John,Smith,D,M,1999-03-17,364673.0,78848.0,USA,Negative,0.45,17.48
8564.0,622914.0,3774097.0,Active,Alice,Doe,A,M,1989-07-11,832328.0,74458.0,CAN,Negative,0.05,26.23
8564.0,697005.0,3774097.0,Active,John,Smith,A,M,1987-05-12,593747.0,36382.0,CAN,Positive,0.68,44.32
8564.0,321332.0,3774097.0,Active,Bob,Doe,A,M,1992-07-09,224421.0,81091.0,USA,Positive,0.22,79.17
8564.0,829577.0,3774097.0,Inactive,Jane,Doe,A,F,1978-12-14,319214.0,12532.0,MEX,Negative,0.24,54.43
8564.0,463875.0,3774097.0,Inactive,Jane,Doe,D,F,1961-07-05,943493.0,73554.0,USA,Negative,0.79,79.34
8564.0,153887.0,2417905.0,Active,Bob,Johnson,C,F,1953-01-26,190471.0,67446.0,USA,Positive,0.28,40.61
8564.0,590520.0,8826004.0,Inactive,Jane,Smith,B,M,1986-03-27,899851.0,67594.0,USA,Positive,0.44,59.36
8564.0,903347.0,8826004.0,Active,Jane,Williams,D,M,1973-12-07,992009.0,65001.0,MEX,Negative,0.44,3.08
8564.0,552864.0,8826004.0,Inactive,Bob,Johnson,C,F,1969-08-26,519599.0,16570.0,CAN,Negative,0.26,19.86
8564.0,417758.0,8826004.0,Active,John,Johnson,A,M,1994-08-12,926236.0,77015.0,CAN,Positive,0.84,67.93
8564.0,285511.0,8826004.0,Inactive,Bob,Smith,A,M,1954-11-11,421500.0,14826.0,USA,Negative,0.93,14.04
8564.0,183269.0,8826004.0,Inactive,John,Doe,B,M,1960-11-12,221502.0,57026.0,CAN,Positive,0.15,39.06
8564.0,631048.0,8826004.0,Inactive,Bob,Johnson,A,F,1968-10-23,457446.0,75484.0,CAN,Positive,0.75,86.31
8564.0,512288.0,8826004.0,Active,Jane,Johnson,A,F,1953-06-04,201554.0,22318.0,USA,Negative,0.99,67.16
8564.0,881772.0,8826004.0,Active,Bob,Johnson,A,F,1971-04-12,980890.0,42895.0,CAN,Negative,0.16,60.51
8564.0,446349.0,8826004.0,Active,Jane,Johnson,A,M,1955-08-03,369981.0,57661.0,CAN,Positive,0.12,15.38
8564.0,248993.0,4588330.0,Active,Alice,Johnson,B,M,1958-12-05,961133.0,30023.0,CAN,Positive,0.51,26.66
8564.0,576077.0,4588330.0,Active,Alice,Doe,C,M,1977-09-12,959232.0,17357.0,USA,Negative,0.33,72.45
8564.0,361494.0,4588330.0,Inactive,Alice,Smith,D,F,1955-06-28,588201.0,38712.0,MEX,Negative,0.98,93.56
8564.0,640474.0,4588330.0,Active,John,Doe,C,F,1992-01-23,170731.0,67026.0,USA,Negative,0.84,70.32
8564.0,631932.0,4588330.0,Active,Bob,Johnson,A,F,1987-03-22,129711.0,49239.0,USA,Positive,0.63,65.28
